Group,Continent,Name,Acronym,System,Climate,Animal_class,GLEAM_module,Intervention,Baseline,Scenario_lower,Scenario_lower.1,Notes
High potential,CENTRAL-AMERICA,Caribbean,CAR,Goats,Arid,Male kids,Herd,Mortality rate (%),NA,NA,NA,
High potential,CENTRAL-AMERICA,Caribbean,CAR,Goats,Arid,Non-kid,Herd,Mortality rate (%),NA,NA,NA,
High potential,CENTRAL-AMERICA,Caribbean,CAR,Goats,Humid,Herd,Feed,Increase average Digestible Energy (%),NA,NA,NA,
High potential,CENTRAL-AMERICA,Caribbean,CAR,Goats,Humid,Does,Herd,Reduce age at first lambing,NA,NA,NA,
High potential,CENTRAL-AMERICA,Caribbean,CAR,Goats,Humid,Does,Herd,Increased fertility rate (%),NA,NA,NA,
High potential,CENTRAL-AMERICA,Caribbean,CAR,Goats,Humid,Female kids,Herd,Mortality rate (%),NA,NA,NA,
High potential,CENTRAL-AMERICA,Caribbean,CAR,Goats,Humid,Male kids,Herd,Mortality rate (%),NA,NA,NA,
High potential,CENTRAL-AMERICA,Caribbean,CAR,Goats,Humid,Non-kid,Herd,Mortality rate (%),NA,NA,NA,
High potential,CENTRAL-AMERICA,Caribbean,CAR,Goats,Temperate,Herd,Feed,Increase average Digestible Energy (%),NA,NA,NA,
High potential,CENTRAL-AMERICA,Caribbean,CAR,Goats,Temperate,Does,Herd,Reduce age at first lambing,NA,NA,NA,
High potential,CENTRAL-AMERICA,Caribbean,CAR,Goats,Temperate,Does,Herd,Increased fertility rate (%),NA,NA,NA,
High potential,CENTRAL-AMERICA,Caribbean,CAR,Goats,Temperate,Female kids,Herd,Mortality rate (%),NA,NA,NA,
High potential,CENTRAL-AMERICA,Caribbean,CAR,Goats,Temperate,Male kids,Herd,Mortality rate (%),NA,NA,NA,
High potential,CENTRAL-AMERICA,Caribbean,CAR,Goats,Temperate,Non-kid,Herd,Mortality rate (%),NA,NA,NA,
High potential,CENTRAL-AMERICA,Caribbean,CAR,Pigs,Arid,Herd,Feed,Increase average Digestible Energy (%),NA,NA,NA,
High potential,CENTRAL-AMERICA,Caribbean,CAR,Pigs,Arid,Herd,Feed,Feed N content (g N/kg DM),NA,NA,NA,Increased by 50% of difference with 90th%ile in each region or agro-ecological zone
High potential,CENTRAL-AMERICA,Caribbean,CAR,Pigs,Arid,Herd,Feed,Feed available energy (kJ/kg DM),NA,NA,NA,Increased by 50% of difference with 90th%ile in each region or agro-ecological zone
High potential,CENTRAL-AMERICA,Caribbean,CAR,Pigs,Arid,Herd,Feed,Feed digestible energy (kJ/ kg DM),NA,NA,NA,Increased by 50% of difference with 90th%ile in each region or agro-ecological zone
High potential,CENTRAL-AMERICA,Caribbean,CAR,Pigs,Arid,Herd,Feed,Feed metabolizable energy (kJ/ kg DM),NA,NA,NA,Increased by 50% of difference with 90th%ile in each region or agro-ecological zone
High potential,CENTRAL-AMERICA,Caribbean,CAR,Pigs,Arid,Herd,Feed,Feed Ei (kg CO2-eq/kg DM),NA,NA,NA,Increased by 50% of difference with 90th%ile in each region or agro-ecological zone
High potential,CENTRAL-AMERICA,Caribbean,CAR,Pigs,Arid,Sow,Herd,Reduce age at first sowing,NA,NA,NA,
High potential,CENTRAL-AMERICA,Caribbean,CAR,Pigs,Arid,piglet,Herd,Reduced weaning age,NA,NA,NA,
High potential,CENTRAL-AMERICA,Caribbean,CAR,Pigs,Arid,Female piglet,Herd,Mortality rate (%),NA,NA,NA,
High potential,CENTRAL-AMERICA,Caribbean,CAR,Pigs,Arid,Male piglet,Herd,Mortality rate (%),NA,NA,NA,
High potential,CENTRAL-AMERICA,Caribbean,CAR,Pigs,Arid,Replacement,Herd,Mortality rate (%),NA,NA,NA,
High potential,CENTRAL-AMERICA,Caribbean,CAR,Pigs,Arid,Fattening,Herd,Mortality rate (%),NA,NA,NA,
High potential,CENTRAL-AMERICA,Caribbean,CAR,Pigs,Arid,Herd,Manure,Adoption of anaerobic digesters (%),NA,NA,NA,
High potential,CENTRAL-AMERICA,Caribbean,CAR,Pigs,Humid,Herd,Feed,Increase average Digestible Energy (%),NA,NA,NA,
High potential,CENTRAL-AMERICA,Caribbean,CAR,Pigs,Humid,Herd,Feed,Feed N content (g N/kg DM),NA,NA,NA,Increased by 50% of difference with 90th%ile in each region or agro-ecological zone
High potential,CENTRAL-AMERICA,Caribbean,CAR,Pigs,Humid,Herd,Feed,Feed available energy (kJ/kg DM),NA,NA,NA,Increased by 50% of difference with 90th%ile in each region or agro-ecological zone
High potential,CENTRAL-AMERICA,Caribbean,CAR,Pigs,Humid,Herd,Feed,Feed digestible energy (kJ/ kg DM),NA,NA,NA,Increased by 50% of difference with 90th%ile in each region or agro-ecological zone
High potential,CENTRAL-AMERICA,Caribbean,CAR,Pigs,Humid,Herd,Feed,Feed metabolizable energy (kJ/ kg DM),NA,NA,NA,Increased by 50% of difference with 90th%ile in each region or agro-ecological zone
High potential,CENTRAL-AMERICA,Caribbean,CAR,Pigs,Humid,Herd,Feed,Feed Ei (kg CO2-eq/kg DM),NA,NA,NA,Increased by 50% of difference with 90th%ile in each region or agro-ecological zone
High potential,CENTRAL-AMERICA,Caribbean,CAR,Pigs,Humid,Sow,Herd,Reduce age at first sowing,NA,NA,NA,
High potential,CENTRAL-AMERICA,Caribbean,CAR,Pigs,Humid,piglet,Herd,Reduced weaning age,NA,NA,NA,
High potential,CENTRAL-AMERICA,Caribbean,CAR,Pigs,Humid,Female piglet,Herd,Mortality rate (%),NA,NA,NA,
High potential,CENTRAL-AMERICA,Caribbean,CAR,Pigs,Humid,Male piglet,Herd,Mortality rate (%),NA,NA,NA,
High potential,CENTRAL-AMERICA,Caribbean,CAR,Pigs,Humid,Replacement,Herd,Mortality rate (%),NA,NA,NA,
High potential,CENTRAL-AMERICA,Caribbean,CAR,Pigs,Humid,Fattening,Herd,Mortality rate (%),NA,NA,NA,
High potential,CENTRAL-AMERICA,Caribbean,CAR,Pigs,Humid,Herd,Manure,Adoption of anaerobic digesters (%),NA,NA,NA,
High potential,CENTRAL-AMERICA,Caribbean,CAR,Pigs,Temperate,Herd,Feed,Increase average Digestible Energy (%),NA,NA,NA,
High potential,CENTRAL-AMERICA,Caribbean,CAR,Pigs,Temperate,Herd,Feed,Feed N content (g N/kg DM),NA,NA,NA,Increased by 50% of difference with 90th%ile in each region or agro-ecological zone
High potential,CENTRAL-AMERICA,Caribbean,CAR,Pigs,Temperate,Herd,Feed,Feed available energy (kJ/kg DM),NA,NA,NA,Increased by 50% of difference with 90th%ile in each region or agro-ecological zone
High potential,CENTRAL-AMERICA,Caribbean,CAR,Pigs,Temperate,Herd,Feed,Feed digestible energy (kJ/ kg DM),NA,NA,NA,Increased by 50% of difference with 90th%ile in each region or agro-ecological zone
High potential,CENTRAL-AMERICA,Caribbean,CAR,Pigs,Temperate,Herd,Feed,Feed metabolizable energy (kJ/ kg DM),NA,NA,NA,Increased by 50% of difference with 90th%ile in each region or agro-ecological zone
High potential,CENTRAL-AMERICA,Caribbean,CAR,Pigs,Temperate,Herd,Feed,Feed Ei (kg CO2-eq/kg DM),NA,NA,NA,Increased by 50% of difference with 90th%ile in each region or agro-ecological zone
High potential,CENTRAL-AMERICA,Caribbean,CAR,Pigs,Temperate,Sow,Herd,Reduce age at first sowing,NA,NA,NA,
High potential,CENTRAL-AMERICA,Caribbean,CAR,Pigs,Temperate,piglet,Herd,Reduced weaning age,NA,NA,NA,
High potential,CENTRAL-AMERICA,Caribbean,CAR,Pigs,Temperate,Female piglet,Herd,Mortality rate (%),NA,NA,NA,
High potential,CENTRAL-AMERICA,Caribbean,CAR,Pigs,Temperate,Male piglet,Herd,Mortality rate (%),NA,NA,NA,
High potential,CENTRAL-AMERICA,Caribbean,CAR,Pigs,Temperate,Replacement,Herd,Mortality rate (%),NA,NA,NA,
High potential,CENTRAL-AMERICA,Caribbean,CAR,Pigs,Temperate,Fattening,Herd,Mortality rate (%),NA,NA,NA,
High potential,CENTRAL-AMERICA,Caribbean,CAR,Pigs,Temperate,Herd,Manure,Adoption of anaerobic digesters (%),NA,NA,NA,
High potential,SOUTH-AMERICA,N.W.South-America,NWS,Mixed dairy,Arid,Milk cows,Feed,Increase average Digestible Energy (%),NA,NA,NA,DE scenario is 1-3% improvement per pixel
High potential,SOUTH-AMERICA,N.W.South-America,NWS,Mixed dairy,Arid,Milk cows,Herd,Reduce age at first calving,NA,NA,NA,Assumed 1% increase in digestibility will result in 4% decrease in age at first calving
High potential,SOUTH-AMERICA,N.W.South-America,NWS,Mixed dairy,Arid,Herd,Herd,Reduce replacement rate (%),NA,NA,NA,
High potential,SOUTH-AMERICA,N.W.South-America,NWS,Mixed dairy,Arid,Herd,Herd,Increase female to male ratio,NA,NA,NA,
High potential,SOUTH-AMERICA,N.W.South-America,NWS,Mixed dairy,Arid,Female calves,Herd,Mortality rate (%),NA,NA,NA,
High potential,SOUTH-AMERICA,N.W.South-America,NWS,Mixed dairy,Arid,Male calves,Herd,Mortality rate (%),NA,NA,NA,
High potential,SOUTH-AMERICA,N.W.South-America,NWS,Mixed dairy,Arid,Non-calf,Herd,Mortality rate (%),NA,NA,NA,
High potential,SOUTH-AMERICA,N.W.South-America,NWS,Mixed dairy,Arid,Herd,Manure,Adoption of anaerobic digesters (%),NA,NA,NA,
High potential,SOUTH-AMERICA,N.W.South-America,NWS,Mixed dairy,Humid,Milk cows,Feed,Increase average Digestible Energy (%),NA,NA,NA,DE scenario is 1-3% improvement per pixel
High potential,SOUTH-AMERICA,N.W.South-America,NWS,Mixed dairy,Humid,Milk cows,Herd,Reduce age at first calving,NA,NA,NA,Assumed 1% increase in digestibility will result in 4% decrease in age at first calving
High potential,SOUTH-AMERICA,N.W.South-America,NWS,Mixed dairy,Humid,Herd,Herd,Reduce replacement rate (%),NA,NA,NA,
High potential,SOUTH-AMERICA,N.W.South-America,NWS,Mixed dairy,Humid,Herd,Herd,Increase female to male ratio,NA,NA,NA,
High potential,SOUTH-AMERICA,N.W.South-America,NWS,Mixed dairy,Humid,Female calves,Herd,Mortality rate (%),NA,NA,NA,
High potential,SOUTH-AMERICA,N.W.South-America,NWS,Mixed dairy,Humid,Male calves,Herd,Mortality rate (%),NA,NA,NA,
High potential,SOUTH-AMERICA,N.W.South-America,NWS,Mixed dairy,Humid,Non-calf,Herd,Mortality rate (%),NA,NA,NA,
High potential,SOUTH-AMERICA,N.W.South-America,NWS,Mixed dairy,Humid,Herd,Manure,Adoption of anaerobic digesters (%),NA,NA,NA,
High potential,SOUTH-AMERICA,N.W.South-America,NWS,Mixed dairy,Temperate,Milk cows,Feed,Increase average Digestible Energy (%),NA,NA,NA,DE scenario is 1-3% improvement per pixel
High potential,SOUTH-AMERICA,N.W.South-America,NWS,Mixed dairy,Temperate,Milk cows,Herd,Reduce age at first calving,NA,NA,NA,Assumed 1% increase in digestibility will result in 4% decrease in age at first calving
High potential,SOUTH-AMERICA,N.W.South-America,NWS,Mixed dairy,Temperate,Herd,Herd,Reduce replacement rate (%),NA,NA,NA,
High potential,SOUTH-AMERICA,N.W.South-America,NWS,Mixed dairy,Temperate,Herd,Herd,Increase female to male ratio,NA,NA,NA,
High potential,SOUTH-AMERICA,N.W.South-America,NWS,Mixed dairy,Temperate,Female calves,Herd,Mortality rate (%),NA,NA,NA,
High potential,SOUTH-AMERICA,N.W.South-America,NWS,Mixed dairy,Temperate,Male calves,Herd,Mortality rate (%),NA,NA,NA,
High potential,SOUTH-AMERICA,N.W.South-America,NWS,Mixed dairy,Temperate,Non-calf,Herd,Mortality rate (%),NA,NA,NA,
High potential,SOUTH-AMERICA,N.W.South-America,NWS,Mixed dairy,Temperate,Herd,Manure,Adoption of anaerobic digesters (%),NA,NA,NA,
High potential,SOUTH-AMERICA,N.W.South-America,NWS,Specialised beef,Arid,Herd,Feed,Increase average Digestible Energy (%),62,63,64,DE scenario is 1-3% improvement per pixel
High potential,SOUTH-AMERICA,N.W.South-America,NWS,Specialised beef,Arid,Milk cows,Herd,Reduce age at first calving,3.1,3,2.7,Assumed 1% increase in digestibility will result in 4% decrease in age at first calving
High potential,SOUTH-AMERICA,N.W.South-America,NWS,Specialised beef,Arid,Herd,Herd,Increased fertility rate (%),74,79,85,
High potential,SOUTH-AMERICA,N.W.South-America,NWS,Specialised beef,Arid,Female calves,Herd,Mortality rate (%),9,6,2,
High potential,SOUTH-AMERICA,N.W.South-America,NWS,Specialised beef,Arid,Male calves,Herd,Mortality rate (%),9,6,2,
High potential,SOUTH-AMERICA,N.W.South-America,NWS,Specialised beef,Arid,Non-calf,Herd,Mortality rate (%),14,11,8,
High potential,SOUTH-AMERICA,N.W.South-America,NWS,Specialised beef,Humid,Herd,Feed,Increase average Digestible Energy (%),62,63,64,DE scenario is 1-3% improvement per pixel
High potential,SOUTH-AMERICA,N.W.South-America,NWS,Specialised beef,Humid,Milk cows,Herd,Reduce age at first calving,3.4,3.2,2.9,Assumed 1% increase in digestibility will result in 4% decrease in age at first calving
High potential,SOUTH-AMERICA,N.W.South-America,NWS,Specialised beef,Humid,Herd,Herd,Increased fertility rate (%),73,79,85,
High potential,SOUTH-AMERICA,N.W.South-America,NWS,Specialised beef,Humid,Female calves,Herd,Mortality rate (%),6,4,2,
High potential,SOUTH-AMERICA,N.W.South-America,NWS,Specialised beef,Humid,Male calves,Herd,Mortality rate (%),6,4,2,
High potential,SOUTH-AMERICA,N.W.South-America,NWS,Specialised beef,Humid,Non-calf,Herd,Mortality rate (%),15,11,8,
High potential,SOUTH-AMERICA,N.W.South-America,NWS,Specialised beef,Humid,Herd,Manure,Adoption of anaerobic digesters (%),NA,NA,NA,
High potential,SOUTH-AMERICA,N.W.South-America,NWS,Specialised beef,Temperate,Herd,Feed,Increase average Digestible Energy (%),57,58,59,DE scenario is 1-3% improvement per pixel
High potential,SOUTH-AMERICA,N.W.South-America,NWS,Specialised beef,Temperate,Milk cows,Herd,Reduce age at first calving,3.5,3.2,2.9,Assumed 1% increase in digestibility will result in 4% decrease in age at first calving
High potential,SOUTH-AMERICA,N.W.South-America,NWS,Specialised beef,Temperate,Herd,Herd,Increased fertility rate (%),69,80,90,
High potential,SOUTH-AMERICA,N.W.South-America,NWS,Specialised beef,Temperate,Female calves,Herd,Mortality rate (%),9,6,2,
High potential,SOUTH-AMERICA,N.W.South-America,NWS,Specialised beef,Temperate,Male calves,Herd,Mortality rate (%),9,6,2,
High potential,SOUTH-AMERICA,N.W.South-America,NWS,Specialised beef,Temperate,Non-calf,Herd,Mortality rate (%),19,13,8,
High potential,SOUTH-AMERICA,N.W.South-America,NWS,Specialised beef,Temperate,Herd,Manure,Adoption of anaerobic digesters (%),NA,NA,NA,
High potential,SOUTH-AMERICA,N.W.South-America,NWS,Sheep,Arid,Herd,Feed,Increase average Digestible Energy (%),NA,NA,NA,DE scenario is 1-3% improvement per pixel
High potential,SOUTH-AMERICA,N.W.South-America,NWS,Sheep,Arid,Sheep,Herd,Reduce age at first lambing,NA,NA,NA,Assumed 1% increase in digestibility will result in 4% decrease in age at first calving
High potential,SOUTH-AMERICA,N.W.South-America,NWS,Sheep,Arid,Sheep,Herd,Increased fertility rate (%),NA,NA,NA,
High potential,SOUTH-AMERICA,N.W.South-America,NWS,Sheep,Arid,Female lambs,Herd,Mortality rate (%),NA,NA,NA,
High potential,SOUTH-AMERICA,N.W.South-America,NWS,Sheep,Arid,Male lambs,Herd,Mortality rate (%),NA,NA,NA,
High potential,SOUTH-AMERICA,N.W.South-America,NWS,Sheep,Arid,Non-lamb,Herd,Mortality rate (%),NA,NA,NA,
High potential,SOUTH-AMERICA,N.W.South-America,NWS,Sheep,Humid,Herd,Feed,Increase average Digestible Energy (%),NA,NA,NA,DE scenario is 1-3% improvement per pixel
High potential,SOUTH-AMERICA,N.W.South-America,NWS,Sheep,Humid,Sheep,Herd,Reduce age at first lambing,NA,NA,NA,Assumed 1% increase in digestibility will result in 4% decrease in age at first calving
High potential,SOUTH-AMERICA,N.W.South-America,NWS,Sheep,Humid,Sheep,Herd,Increased fertility rate (%),NA,NA,NA,
High potential,SOUTH-AMERICA,N.W.South-America,NWS,Sheep,Humid,Female lambs,Herd,Mortality rate (%),NA,NA,NA,
High potential,SOUTH-AMERICA,N.W.South-America,NWS,Sheep,Humid,Male lambs,Herd,Mortality rate (%),NA,NA,NA,
High potential,SOUTH-AMERICA,N.W.South-America,NWS,Sheep,Humid,Non-lamb,Herd,Mortality rate (%),NA,NA,NA,
High potential,SOUTH-AMERICA,N.W.South-America,NWS,Sheep,Temperate,Herd,Feed,Increase average Digestible Energy (%),NA,NA,NA,
High potential,SOUTH-AMERICA,N.W.South-America,NWS,Sheep,Temperate,Sheep,Herd,Reduce age at first lambing,NA,NA,NA,
High potential,SOUTH-AMERICA,N.W.South-America,NWS,Sheep,Temperate,Sheep,Herd,Increased fertility rate (%),NA,NA,NA,
High potential,SOUTH-AMERICA,N.W.South-America,NWS,Sheep,Temperate,Female lambs,Herd,Mortality rate (%),NA,NA,NA,
High potential,SOUTH-AMERICA,N.W.South-America,NWS,Sheep,Temperate,Male lambs,Herd,Mortality rate (%),NA,NA,NA,
High potential,SOUTH-AMERICA,N.W.South-America,NWS,Sheep,Temperate,Non-lamb,Herd,Mortality rate (%),NA,NA,NA,
High potential,SOUTH-AMERICA,N.W.South-America,NWS,Goats,Arid,Herd,Feed,Increase average Digestible Energy (%),NA,NA,NA,
High potential,SOUTH-AMERICA,N.W.South-America,NWS,Goats,Arid,Does,Herd,Reduce age at first lambing,NA,NA,NA,
High potential,SOUTH-AMERICA,N.W.South-America,NWS,Goats,Arid,Does,Herd,Increased fertility rate (%),NA,NA,NA,
High potential,SOUTH-AMERICA,N.W.South-America,NWS,Goats,Arid,Female kids,Herd,Mortality rate (%),NA,NA,NA,
High potential,SOUTH-AMERICA,N.W.South-America,NWS,Goats,Arid,Male kids,Herd,Mortality rate (%),NA,NA,NA,
High potential,SOUTH-AMERICA,N.W.South-America,NWS,Goats,Arid,Non-kid,Herd,Mortality rate (%),NA,NA,NA,
High potential,SOUTH-AMERICA,N.W.South-America,NWS,Goats,Humid,Herd,Feed,Increase average Digestible Energy (%),NA,NA,NA,
High potential,SOUTH-AMERICA,N.W.South-America,NWS,Goats,Humid,Does,Herd,Reduce age at first lambing,NA,NA,NA,
High potential,SOUTH-AMERICA,N.W.South-America,NWS,Goats,Humid,Does,Herd,Increased fertility rate (%),NA,NA,NA,
High potential,SOUTH-AMERICA,N.W.South-America,NWS,Goats,Humid,Female kids,Herd,Mortality rate (%),NA,NA,NA,
High potential,SOUTH-AMERICA,N.W.South-America,NWS,Goats,Humid,Male kids,Herd,Mortality rate (%),NA,NA,NA,
High potential,SOUTH-AMERICA,N.W.South-America,NWS,Goats,Humid,Non-kid,Herd,Mortality rate (%),NA,NA,NA,
High potential,SOUTH-AMERICA,N.W.South-America,NWS,Goats,Temperate,Herd,Feed,Increase average Digestible Energy (%),NA,NA,NA,
High potential,SOUTH-AMERICA,N.W.South-America,NWS,Goats,Temperate,Does,Herd,Reduce age at first lambing,NA,NA,NA,
High potential,SOUTH-AMERICA,N.W.South-America,NWS,Goats,Temperate,Does,Herd,Increased fertility rate (%),NA,NA,NA,
High potential,SOUTH-AMERICA,N.W.South-America,NWS,Goats,Temperate,Female kids,Herd,Mortality rate (%),NA,NA,NA,
High potential,SOUTH-AMERICA,N.W.South-America,NWS,Goats,Temperate,Male kids,Herd,Mortality rate (%),NA,NA,NA,
High potential,SOUTH-AMERICA,N.W.South-America,NWS,Goats,Temperate,Non-kid,Herd,Mortality rate (%),NA,NA,NA,
High potential,SOUTH-AMERICA,N.W.South-America,NWS,Pigs,Arid,Herd,Feed,Increase average Digestible Energy (%),NA,NA,NA,
High potential,SOUTH-AMERICA,N.W.South-America,NWS,Pigs,Arid,Herd,Feed,Feed N content (g N/kg DM),NA,NA,NA,Increased by 50% of difference with 90th%ile in each region or agro-ecological zone
High potential,SOUTH-AMERICA,N.W.South-America,NWS,Pigs,Arid,Herd,Feed,Feed available energy (kJ/kg DM),NA,NA,NA,Increased by 50% of difference with 90th%ile in each region or agro-ecological zone
High potential,SOUTH-AMERICA,N.W.South-America,NWS,Pigs,Arid,Herd,Feed,Feed digestible energy (kJ/ kg DM),NA,NA,NA,Increased by 50% of difference with 90th%ile in each region or agro-ecological zone
High potential,SOUTH-AMERICA,N.W.South-America,NWS,Pigs,Arid,Herd,Feed,Feed metabolizable energy (kJ/ kg DM),NA,NA,NA,Increased by 50% of difference with 90th%ile in each region or agro-ecological zone
High potential,SOUTH-AMERICA,N.W.South-America,NWS,Pigs,Arid,Herd,Feed,Feed Ei (kg CO2-eq/kg DM),NA,NA,NA,Increased by 50% of difference with 90th%ile in each region or agro-ecological zone
High potential,SOUTH-AMERICA,N.W.South-America,NWS,Pigs,Arid,Sow,Herd,Reduce age at first sowing,NA,NA,NA,
High potential,SOUTH-AMERICA,N.W.South-America,NWS,Pigs,Arid,piglet,Herd,Reduced weaning age,NA,NA,NA,
High potential,SOUTH-AMERICA,N.W.South-America,NWS,Pigs,Arid,Female piglet,Herd,Mortality rate (%),NA,NA,NA,
High potential,SOUTH-AMERICA,N.W.South-America,NWS,Pigs,Arid,Male piglet,Herd,Mortality rate (%),NA,NA,NA,
High potential,SOUTH-AMERICA,N.W.South-America,NWS,Pigs,Arid,Replacement,Herd,Mortality rate (%),NA,NA,NA,
High potential,SOUTH-AMERICA,N.W.South-America,NWS,Pigs,Arid,Fattening,Herd,Mortality rate (%),NA,NA,NA,
High potential,SOUTH-AMERICA,N.W.South-America,NWS,Pigs,Arid,Herd,Manure,Adoption of anaerobic digesters (%),NA,NA,NA,
High potential,SOUTH-AMERICA,N.W.South-America,NWS,Pigs,Humid,Herd,Feed,Increase average Digestible Energy (%),NA,NA,NA,
High potential,SOUTH-AMERICA,N.W.South-America,NWS,Pigs,Humid,Herd,Feed,Feed N content (g N/kg DM),NA,NA,NA,Increased by 50% of difference with 90th%ile in each region or agro-ecological zone
High potential,SOUTH-AMERICA,N.W.South-America,NWS,Pigs,Humid,Herd,Feed,Feed available energy (kJ/kg DM),NA,NA,NA,Increased by 50% of difference with 90th%ile in each region or agro-ecological zone
High potential,SOUTH-AMERICA,N.W.South-America,NWS,Pigs,Humid,Herd,Feed,Feed digestible energy (kJ/ kg DM),NA,NA,NA,Increased by 50% of difference with 90th%ile in each region or agro-ecological zone
High potential,SOUTH-AMERICA,N.W.South-America,NWS,Pigs,Humid,Herd,Feed,Feed metabolizable energy (kJ/ kg DM),NA,NA,NA,Increased by 50% of difference with 90th%ile in each region or agro-ecological zone
