,Group,Continent,Name,Acronym,System,Climate,Animal_class,GLEAM_module,Intervention,Baseline,Scenario_lower,Scenario_lower.1,Notes
180,High potential,CENTRAL-AMERICA,Caribbean,CAR,Sheep,Temperate,Male lambs,Herd,Mortality rate (%),NA,NA,NA,
181,High potential,CENTRAL-AMERICA,Caribbean,CAR,Sheep,Temperate,Non-lamb,Herd,Mortality rate (%),NA,NA,NA,
182,High potential,CENTRAL-AMERICA,Caribbean,CAR,Goats,Arid,Herd,Feed,Increase average Digestible Energy (%),NA,NA,NA,
183,High potential,CENTRAL-AMERICA,Caribbean,CAR,Goats,Arid,Does,Herd,Reduce age at first lambing,NA,NA,NA,
184,High potential,CENTRAL-AMERICA,Caribbean,CAR,Goats,Arid,Does,Herd,Increased fertility rate (%),NA,NA,NA,
185,High potential,CENTRAL-AMERICA,Caribbean,CAR,Goats,Arid,Female kids,Herd,Mortality rate (%),NA,NA,NA,
186,High potential,CENTRAL-AMERICA,Caribbean,CAR,Goats,Arid,Male kids,Herd,Mortality rate (%),NA,NA,NA,
187,High potential,CENTRAL-AMERICA,Caribbean,CAR,Goats,Arid,Non-kid,Herd,Mortality rate (%),NA,NA,NA,
188,High potential,CENTRAL-AMERICA,Caribbean,CAR,Goats,Humid,Herd,Feed,Increase average Digestible Energy (%),NA,NA,NA,
189,High potential,CENTRAL-AMERICA,Caribbean,CAR,Goats,Humid,Does,Herd,Reduce age at first lambing,NA,NA,NA,
190,High potential,CENTRAL-AMERICA,Caribbean,CAR,Goats,Humid,Does,Herd,Increased fertility rate (%),NA,NA,NA,
191,High potential,CENTRAL-AMERICA,Caribbean,CAR,Goats,Humid,Female kids,Herd,Mortality rate (%),NA,NA,NA,
192,High potential,CENTRAL-AMERICA,Caribbean,CAR,Goats,Humid,Male kids,Herd,Mortality rate (%),NA,NA,NA,
193,High potential,CENTRAL-AMERICA,Caribbean,CAR,Goats,Humid,Non-kid,Herd,Mortality rate (%),NA,NA,NA,
194,High potential,CENTRAL-AMERICA,Caribbean,CAR,Goats,Temperate,Herd,Feed,Increase average Digestible Energy (%),NA,NA,NA,
195,High potential,CENTRAL-AMERICA,Caribbean,CAR,Goats,Temperate,Does,Herd,Reduce age at first lambing,NA,NA,NA,
196,High potential,CENTRAL-AMERICA,Caribbean,CAR,Goats,Temperate,Does,Herd,Increased fertility rate (%),NA,NA,NA,
197,High potential,CENTRAL-AMERICA,Caribbean,CAR,Goats,Temperate,Female kids,Herd,Mortality rate (%),NA,NA,NA,
198,High potential,CENTRAL-AMERICA,Caribbean,CAR,Goats,Temperate,Male kids,Herd,Mortality rate (%),NA,NA,NA,
199,High potential,CENTRAL-AMERICA,Caribbean,CAR,Goats,Temperate,Non-kid,Herd,Mortality rate (%),NA,NA,NA,
200,High potential,CENTRAL-AMERICA,Caribbean,CAR,Pigs,Arid,Herd,Feed,Increase average Digestible Energy (%),NA,NA,NA,
201,High potential,CENTRAL-AMERICA,Caribbean,CAR,Pigs,Arid,Herd,Feed,Feed N content (g N/kg DM),NA,NA,NA,Increased by 50% of difference with 90th%ile in each region or agro-ecological zone
202,High potential,CENTRAL-AMERICA,Caribbean,CAR,Pigs,Arid,Herd,Feed,Feed available energy (kJ/kg DM),NA,NA,NA,Increased by 50% of difference with 90th%ile in each region or agro-ecological zone
203,High potential,CENTRAL-AMERICA,Caribbean,CAR,Pigs,Arid,Herd,Feed,Feed digestible energy (kJ/ kg DM),NA,NA,NA,Increased by 50% of difference with 90th%ile in each region or agro-ecological zone
204,High potential,CENTRAL-AMERICA,Caribbean,CAR,Pigs,Arid,Herd,Feed,Feed metabolizable energy (kJ/ kg DM),NA,NA,NA,Increased by 50% of difference with 90th%ile in each region or agro-ecological zone
205,High potential,CENTRAL-AMERICA,Caribbean,CAR,Pigs,Arid,Herd,Feed,Feed Ei (kg CO2-eq/kg DM),NA,NA,NA,Increased by 50% of difference with 90th%ile in each region or agro-ecological zone
206,High potential,CENTRAL-AMERICA,Caribbean,CAR,Pigs,Arid,Sow,Herd,Reduce age at first sowing,NA,NA,NA,
207,High potential,CENTRAL-AMERICA,Caribbean,CAR,Pigs,Arid,piglet,Herd,Reduced weaning age,NA,NA,NA,
208,High potential,CENTRAL-AMERICA,Caribbean,CAR,Pigs,Arid,Female piglet,Herd,Mortality rate (%),NA,NA,NA,
209,High potential,CENTRAL-AMERICA,Caribbean,CAR,Pigs,Arid,Male piglet,Herd,Mortality rate (%),NA,NA,NA,
210,High potential,CENTRAL-AMERICA,Caribbean,CAR,Pigs,Arid,Replacement,Herd,Mortality rate (%),NA,NA,NA,
211,High potential,CENTRAL-AMERICA,Caribbean,CAR,Pigs,Arid,Fattening,Herd,Mortality rate (%),NA,NA,NA,
212,High potential,CENTRAL-AMERICA,Caribbean,CAR,Pigs,Arid,Herd,Manure,Adoption of anaerobic digesters (%),NA,NA,NA,
213,High potential,CENTRAL-AMERICA,Caribbean,CAR,Pigs,Humid,Herd,Feed,Increase average Digestible Energy (%),NA,NA,NA,
214,High potential,CENTRAL-AMERICA,Caribbean,CAR,Pigs,Humid,Herd,Feed,Feed N content (g N/kg DM),NA,NA,NA,Increased by 50% of difference with 90th%ile in each region or agro-ecological zone
215,High potential,CENTRAL-AMERICA,Caribbean,CAR,Pigs,Humid,Herd,Feed,Feed available energy (kJ/kg DM),NA,NA,NA,Increased by 50% of difference with 90th%ile in each region or agro-ecological zone
216,High potential,CENTRAL-AMERICA,Caribbean,CAR,Pigs,Humid,Herd,Feed,Feed digestible energy (kJ/ kg DM),NA,NA,NA,Increased by 50% of difference with 90th%ile in each region or agro-ecological zone
217,High potential,CENTRAL-AMERICA,Caribbean,CAR,Pigs,Humid,Herd,Feed,Feed metabolizable energy (kJ/ kg DM),NA,NA,NA,Increased by 50% of difference with 90th%ile in each region or agro-ecological zone
218,High potential,CENTRAL-AMERICA,Caribbean,CAR,Pigs,Humid,Herd,Feed,Feed Ei (kg CO2-eq/kg DM),NA,NA,NA,Increased by 50% of difference with 90th%ile in each region or agro-ecological zone
219,High potential,CENTRAL-AMERICA,Caribbean,CAR,Pigs,Humid,Sow,Herd,Reduce age at first sowing,NA,NA,NA,
220,High potential,CENTRAL-AMERICA,Caribbean,CAR,Pigs,Humid,piglet,Herd,Reduced weaning age,NA,NA,NA,
221,High potential,CENTRAL-AMERICA,Caribbean,CAR,Pigs,Humid,Female piglet,Herd,Mortality rate (%),NA,NA,NA,
222,High potential,CENTRAL-AMERICA,Caribbean,CAR,Pigs,Humid,Male piglet,Herd,Mortality rate (%),NA,NA,NA,
223,High potential,CENTRAL-AMERICA,Caribbean,CAR,Pigs,Humid,Replacement,Herd,Mortality rate (%),NA,NA,NA,
224,High potential,CENTRAL-AMERICA,Caribbean,CAR,Pigs,Humid,Fattening,Herd,Mortality rate (%),NA,NA,NA,
225,High potential,CENTRAL-AMERICA,Caribbean,CAR,Pigs,Humid,Herd,Manure,Adoption of anaerobic digesters (%),NA,NA,NA,
226,High potential,CENTRAL-AMERICA,Caribbean,CAR,Pigs,Temperate,Herd,Feed,Increase average Digestible Energy (%),NA,NA,NA,
227,High potential,CENTRAL-AMERICA,Caribbean,CAR,Pigs,Temperate,Herd,Feed,Feed N content (g N/kg DM),NA,NA,NA,Increased by 50% of difference with 90th%ile in each region or agro-ecological zone
228,High potential,CENTRAL-AMERICA,Caribbean,CAR,Pigs,Temperate,Herd,Feed,Feed available energy (kJ/kg DM),NA,NA,NA,Increased by 50% of difference with 90th%ile in each region or agro-ecological zone
229,High potential,CENTRAL-AMERICA,Caribbean,CAR,Pigs,Temperate,Herd,Feed,Feed digestible energy (kJ/ kg DM),NA,NA,NA,Increased by 50% of difference with 90th%ile in each region or agro-ecological zone
230,High potential,CENTRAL-AMERICA,Caribbean,CAR,Pigs,Temperate,Herd,Feed,Feed metabolizable energy (kJ/ kg DM),NA,NA,NA,Increased by 50% of difference with 90th%ile in each region or agro-ecological zone
231,High potential,CENTRAL-AMERICA,Caribbean,CAR,Pigs,Temperate,Herd,Feed,Feed Ei (kg CO2-eq/kg DM),NA,NA,NA,Increased by 50% of difference with 90th%ile in each region or agro-ecological zone
232,High potential,CENTRAL-AMERICA,Caribbean,CAR,Pigs,Temperate,Sow,Herd,Reduce age at first sowing,NA,NA,NA,
233,High potential,CENTRAL-AMERICA,Caribbean,CAR,Pigs,Temperate,piglet,Herd,Reduced weaning age,NA,NA,NA,
234,High potential,CENTRAL-AMERICA,Caribbean,CAR,Pigs,Temperate,Female piglet,Herd,Mortality rate (%),NA,NA,NA,
235,High potential,CENTRAL-AMERICA,Caribbean,CAR,Pigs,Temperate,Male piglet,Herd,Mortality rate (%),NA,NA,NA,
236,High potential,CENTRAL-AMERICA,Caribbean,CAR,Pigs,Temperate,Replacement,Herd,Mortality rate (%),NA,NA,NA,
237,High potential,CENTRAL-AMERICA,Caribbean,CAR,Pigs,Temperate,Fattening,Herd,Mortality rate (%),NA,NA,NA,
238,High potential,CENTRAL-AMERICA,Caribbean,CAR,Pigs,Temperate,Herd,Manure,Adoption of anaerobic digesters (%),NA,NA,NA,
239,High potential,SOUTH-AMERICA,N.W.South-America,NWS,Mixed dairy,Arid,Milk cows,Feed,Increase average Digestible Energy (%),NA,NA,NA,DE scenario is 1-3% improvement per pixel
240,High potential,SOUTH-AMERICA,N.W.South-America,NWS,Mixed dairy,Arid,Milk cows,Herd,Reduce age at first calving,NA,NA,NA,Assumed 1% increase in digestibility will result in 4% decrease in age at first calving
241,High potential,SOUTH-AMERICA,N.W.South-America,NWS,Mixed dairy,Arid,Herd,Herd,Reduce replacement rate (%),NA,NA,NA,
242,High potential,SOUTH-AMERICA,N.W.South-America,NWS,Mixed dairy,Arid,Herd,Herd,Increase female to male ratio,NA,NA,NA,
243,High potential,SOUTH-AMERICA,N.W.South-America,NWS,Mixed dairy,Arid,Female calves,Herd,Mortality rate (%),NA,NA,NA,
244,High potential,SOUTH-AMERICA,N.W.South-America,NWS,Mixed dairy,Arid,Male calves,Herd,Mortality rate (%),NA,NA,NA,
245,High potential,SOUTH-AMERICA,N.W.South-America,NWS,Mixed dairy,Arid,Non-calf,Herd,Mortality rate (%),NA,NA,NA,
246,High potential,SOUTH-AMERICA,N.W.South-America,NWS,Mixed dairy,Arid,Herd,Manure,Adoption of anaerobic digesters (%),NA,NA,NA,
247,High potential,SOUTH-AMERICA,N.W.South-America,NWS,Mixed dairy,Humid,Milk cows,Feed,Increase average Digestible Energy (%),NA,NA,NA,DE scenario is 1-3% improvement per pixel
248,High potential,SOUTH-AMERICA,N.W.South-America,NWS,Mixed dairy,Humid,Milk cows,Herd,Reduce age at first calving,NA,NA,NA,Assumed 1% increase in digestibility will result in 4% decrease in age at first calving
249,High potential,SOUTH-AMERICA,N.W.South-America,NWS,Mixed dairy,Humid,Herd,Herd,Reduce replacement rate (%),NA,NA,NA,
250,High potential,SOUTH-AMERICA,N.W.South-America,NWS,Mixed dairy,Humid,Herd,Herd,Increase female to male ratio,NA,NA,NA,
251,High potential,SOUTH-AMERICA,N.W.South-America,NWS,Mixed dairy,Humid,Female calves,Herd,Mortality rate (%),NA,NA,NA,
252,High potential,SOUTH-AMERICA,N.W.South-America,NWS,Mixed dairy,Humid,Male calves,Herd,Mortality rate (%),NA,NA,NA,
253,High potential,SOUTH-AMERICA,N.W.South-America,NWS,Mixed dairy,Humid,Non-calf,Herd,Mortality rate (%),NA,NA,NA,
254,High potential,SOUTH-AMERICA,N.W.South-America,NWS,Mixed dairy,Humid,Herd,Manure,Adoption of anaerobic digesters (%),NA,NA,NA,
255,High potential,SOUTH-AMERICA,N.W.South-America,NWS,Mixed dairy,Temperate,Milk cows,Feed,Increase average Digestible Energy (%),NA,NA,NA,DE scenario is 1-3% improvement per pixel
256,High potential,SOUTH-AMERICA,N.W.South-America,NWS,Mixed dairy,Temperate,Milk cows,Herd,Reduce age at first calving,NA,NA,NA,Assumed 1% increase in digestibility will result in 4% decrease in age at first calving
257,High potential,SOUTH-AMERICA,N.W.South-America,NWS,Mixed dairy,Temperate,Herd,Herd,Reduce replacement rate (%),NA,NA,NA,
258,High potential,SOUTH-AMERICA,N.W.South-America,NWS,Mixed dairy,Temperate,Herd,Herd,Increase female to male ratio,NA,NA,NA,
259,High potential,SOUTH-AMERICA,N.W.South-America,NWS,Mixed dairy,Temperate,Female calves,Herd,Mortality rate (%),NA,NA,NA,
260,High potential,SOUTH-AMERICA,N.W.South-America,NWS,Mixed dairy,Temperate,Male calves,Herd,Mortality rate (%),NA,NA,NA,
261,High potential,SOUTH-AMERICA,N.W.South-America,NWS,Mixed dairy,Temperate,Non-calf,Herd,Mortality rate (%),NA,NA,NA,
262,High potential,SOUTH-AMERICA,N.W.South-America,NWS,Mixed dairy,Temperate,Herd,Manure,Adoption of anaerobic digesters (%),NA,NA,NA,
263,High potential,SOUTH-AMERICA,N.W.South-America,NWS,Specialised beef,Arid,Herd,Feed,Increase average Digestible Energy (%),62,63,64,DE scenario is 1-3% improvement per pixel
264,High potential,SOUTH-AMERICA,N.W.South-America,NWS,Specialised beef,Arid,Milk cows,Herd,Reduce age at first calving,3.1,3,2.7,Assumed 1% increase in digestibility will result in 4% decrease in age at first calving
265,High potential,SOUTH-AMERICA,N.W.South-America,NWS,Specialised beef,Arid,Herd,Herd,Increased fertility rate (%),74,79,85,
266,High potential,SOUTH-AMERICA,N.W.South-America,NWS,Specialised beef,Arid,Female calves,Herd,Mortality rate (%),9,6,2,
267,High potential,SOUTH-AMERICA,N.W.South-America,NWS,Specialised beef,Arid,Male calves,Herd,Mortality rate (%),9,6,2,
268,High potential,SOUTH-AMERICA,N.W.South-America,NWS,Specialised beef,Arid,Non-calf,Herd,Mortality rate (%),14,11,8,
269,High potential,SOUTH-AMERICA,N.W.South-America,NWS,Specialised beef,Humid,Herd,Feed,Increase average Digestible Energy (%),62,63,64,DE scenario is 1-3% improvement per pixel
270,High potential,SOUTH-AMERICA,N.W.South-America,NWS,Specialised beef,Humid,Milk cows,Herd,Reduce age at first calving,3.4,3.2,2.9,Assumed 1% increase in digestibility will result in 4% decrease in age at first calving
271,High potential,SOUTH-AMERICA,N.W.South-America,NWS,Specialised beef,Humid,Herd,Herd,Increased fertility rate (%),73,79,85,
272,High potential,SOUTH-AMERICA,N.W.South-America,NWS,Specialised beef,Humid,Female calves,Herd,Mortality rate (%),6,4,2,
273,High potential,SOUTH-AMERICA,N.W.South-America,NWS,Specialised beef,Humid,Male calves,Herd,Mortality rate (%),6,4,2,
274,High potential,SOUTH-AMERICA,N.W.South-America,NWS,Specialised beef,Humid,Non-calf,Herd,Mortality rate (%),15,11,8,
275,High potential,SOUTH-AMERICA,N.W.South-America,NWS,Specialised beef,Humid,Herd,Manure,Adoption of anaerobic digesters (%),NA,NA,NA,
276,High potential,SOUTH-AMERICA,N.W.South-America,NWS,Specialised beef,Temperate,Herd,Feed,Increase average Digestible Energy (%),57,58,59,DE scenario is 1-3% improvement per pixel
277,High potential,SOUTH-AMERICA,N.W.South-America,NWS,Specialised beef,Temperate,Milk cows,Herd,Reduce age at first calving,3.5,3.2,2.9,Assumed 1% increase in digestibility will result in 4% decrease in age at first calving
278,High potential,SOUTH-AMERICA,N.W.South-America,NWS,Specialised beef,Temperate,Herd,Herd,Increased fertility rate (%),69,80,90,
279,High potential,SOUTH-AMERICA,N.W.South-America,NWS,Specialised beef,Temperate,Female calves,Herd,Mortality rate (%),9,6,2,
280,High potential,SOUTH-AMERICA,N.W.South-America,NWS,Specialised beef,Temperate,Male calves,Herd,Mortality rate (%),9,6,2,
281,High potential,SOUTH-AMERICA,N.W.South-America,NWS,Specialised beef,Temperate,Non-calf,Herd,Mortality rate (%),19,13,8,
282,High potential,SOUTH-AMERICA,N.W.South-America,NWS,Specialised beef,Temperate,Herd,Manure,Adoption of anaerobic digesters (%),NA,NA,NA,
283,High potential,SOUTH-AMERICA,N.W.South-America,NWS,Sheep,Arid,Herd,Feed,Increase average Digestible Energy (%),NA,NA,NA,DE scenario is 1-3% improvement per pixel
284,High potential,SOUTH-AMERICA,N.W.South-America,NWS,Sheep,Arid,Sheep,Herd,Reduce age at first lambing,NA,NA,NA,Assumed 1% increase in digestibility will result in 4% decrease in age at first calving
285,High potential,SOUTH-AMERICA,N.W.South-America,NWS,Sheep,Arid,Sheep,Herd,Increased fertility rate (%),NA,NA,NA,
286,High potential,SOUTH-AMERICA,N.W.South-America,NWS,Sheep,Arid,Female lambs,Herd,Mortality rate (%),NA,NA,NA,
287,High potential,SOUTH-AMERICA,N.W.South-America,NWS,Sheep,Arid,Male lambs,Herd,Mortality rate (%),NA,NA,NA,
288,High potential,SOUTH-AMERICA,N.W.South-America,NWS,Sheep,Arid,Non-lamb,Herd,Mortality rate (%),NA,NA,NA,
289,High potential,SOUTH-AMERICA,N.W.South-America,NWS,Sheep,Humid,Herd,Feed,Increase average Digestible Energy (%),NA,NA,NA,DE scenario is 1-3% improvement per pixel
290,High potential,SOUTH-AMERICA,N.W.South-America,NWS,Sheep,Humid,Sheep,Herd,Reduce age at first lambing,NA,NA,NA,Assumed 1% increase in digestibility will result in 4% decrease in age at first calving
291,High potential,SOUTH-AMERICA,N.W.South-America,NWS,Sheep,Humid,Sheep,Herd,Increased fertility rate (%),NA,NA,NA,
292,High potential,SOUTH-AMERICA,N.W.South-America,NWS,Sheep,Humid,Female lambs,Herd,Mortality rate (%),NA,NA,NA,
293,High potential,SOUTH-AMERICA,N.W.South-America,NWS,Sheep,Humid,Male lambs,Herd,Mortality rate (%),NA,NA,NA,
294,High potential,SOUTH-AMERICA,N.W.South-America,NWS,Sheep,Humid,Non-lamb,Herd,Mortality rate (%),NA,NA,NA,
295,High potential,SOUTH-AMERICA,N.W.South-America,NWS,Sheep,Temperate,Herd,Feed,Increase average Digestible Energy (%),NA,NA,NA,
296,High potential,SOUTH-AMERICA,N.W.South-America,NWS,Sheep,Temperate,Sheep,Herd,Reduce age at first lambing,NA,NA,NA,
297,High potential,SOUTH-AMERICA,N.W.South-America,NWS,Sheep,Temperate,Sheep,Herd,Increased fertility rate (%),NA,NA,NA,
298,High potential,SOUTH-AMERICA,N.W.South-America,NWS,Sheep,Temperate,Female lambs,Herd,Mortality rate (%),NA,NA,NA,
299,High potential,SOUTH-AMERICA,N.W.South-America,NWS,Sheep,Temperate,Male lambs,Herd,Mortality rate (%),NA,NA,NA,
300,High potential,SOUTH-AMERICA,N.W.South-America,NWS,Sheep,Temperate,Non-lamb,Herd,Mortality rate (%),NA,NA,NA,
301,High potential,SOUTH-AMERICA,N.W.South-America,NWS,Goats,Arid,Herd,Feed,Increase average Digestible Energy (%),NA,NA,NA,
302,High potential,SOUTH-AMERICA,N.W.South-America,NWS,Goats,Arid,Does,Herd,Reduce age at first lambing,NA,NA,NA,
303,High potential,SOUTH-AMERICA,N.W.South-America,NWS,Goats,Arid,Does,Herd,Increased fertility rate (%),NA,NA,NA,
304,High potential,SOUTH-AMERICA,N.W.South-America,NWS,Goats,Arid,Female kids,Herd,Mortality rate (%),NA,NA,NA,
305,High potential,SOUTH-AMERICA,N.W.South-America,NWS,Goats,Arid,Male kids,Herd,Mortality rate (%),NA,NA,NA,
306,High potential,SOUTH-AMERICA,N.W.South-America,NWS,Goats,Arid,Non-kid,Herd,Mortality rate (%),NA,NA,NA,
307,High potential,SOUTH-AMERICA,N.W.South-America,NWS,Goats,Humid,Herd,Feed,Increase average Digestible Energy (%),NA,NA,NA,
308,High potential,SOUTH-AMERICA,N.W.South-America,NWS,Goats,Humid,Does,Herd,Reduce age at first lambing,NA,NA,NA,
309,High potential,SOUTH-AMERICA,N.W.South-America,NWS,Goats,Humid,Does,Herd,Increased fertility rate (%),NA,NA,NA,
310,High potential,SOUTH-AMERICA,N.W.South-America,NWS,Goats,Humid,Female kids,Herd,Mortality rate (%),NA,NA,NA,
311,High potential,SOUTH-AMERICA,N.W.South-America,NWS,Goats,Humid,Male kids,Herd,Mortality rate (%),NA,NA,NA,
312,High potential,SOUTH-AMERICA,N.W.South-America,NWS,Goats,Humid,Non-kid,Herd,Mortality rate (%),NA,NA,NA,
313,High potential,SOUTH-AMERICA,N.W.South-America,NWS,Goats,Temperate,Herd,Feed,Increase average Digestible Energy (%),NA,NA,NA,
314,High potential,SOUTH-AMERICA,N.W.South-America,NWS,Goats,Temperate,Does,Herd,Reduce age at first lambing,NA,NA,NA,
315,High potential,SOUTH-AMERICA,N.W.South-America,NWS,Goats,Temperate,Does,Herd,Increased fertility rate (%),NA,NA,NA,
316,High potential,SOUTH-AMERICA,N.W.South-America,NWS,Goats,Temperate,Female kids,Herd,Mortality rate (%),NA,NA,NA,
317,High potential,SOUTH-AMERICA,N.W.South-America,NWS,Goats,Temperate,Male kids,Herd,Mortality rate (%),NA,NA,NA,
318,High potential,SOUTH-AMERICA,N.W.South-America,NWS,Goats,Temperate,Non-kid,Herd,Mortality rate (%),NA,NA,NA,
319,High potential,SOUTH-AMERICA,N.W.South-America,NWS,Pigs,Arid,Herd,Feed,Increase average Digestible Energy (%),NA,NA,NA,
320,High potential,SOUTH-AMERICA,N.W.South-America,NWS,Pigs,Arid,Herd,Feed,Feed N content (g N/kg DM),NA,NA,NA,Increased by 50% of difference with 90th%ile in each region or agro-ecological zone
321,High potential,SOUTH-AMERICA,N.W.South-America,NWS,Pigs,Arid,Herd,Feed,Feed available energy (kJ/kg DM),NA,NA,NA,Increased by 50% of difference with 90th%ile in each region or agro-ecological zone
322,High potential,SOUTH-AMERICA,N.W.South-America,NWS,Pigs,Arid,Herd,Feed,Feed digestible energy (kJ/ kg DM),NA,NA,NA,Increased by 50% of difference with 90th%ile in each region or agro-ecological zone
323,High potential,SOUTH-AMERICA,N.W.South-America,NWS,Pigs,Arid,Herd,Feed,Feed metabolizable energy (kJ/ kg DM),NA,NA,NA,Increased by 50% of difference with 90th%ile in each region or agro-ecological zone
324,High potential,SOUTH-AMERICA,N.W.South-America,NWS,Pigs,Arid,Herd,Feed,Feed Ei (kg CO2-eq/kg DM),NA,NA,NA,Increased by 50% of difference with 90th%ile in each region or agro-ecological zone
325,High potential,SOUTH-AMERICA,N.W.South-America,NWS,Pigs,Arid,Sow,Herd,Reduce age at first sowing,NA,NA,NA,
326,High potential,SOUTH-AMERICA,N.W.South-America,NWS,Pigs,Arid,piglet,Herd,Reduced weaning age,NA,NA,NA,
327,High potential,SOUTH-AMERICA,N.W.South-America,NWS,Pigs,Arid,Female piglet,Herd,Mortality rate (%),NA,NA,NA,
